スキル名,アイコン,タイプ,コスト,CD,スキル所持,説明,min,max,range,square,squareR,rect,line,lineR,low,high,rowRange,highRange,comment,exception
斥力運用,./img/skillIMG/斥力運用.png,選択,-,-,モモ,選択：斥力放出または反発斥力を選択して発動する。<br><br>斥力放出<br>自身の十字範囲内の1箇所を選択し、横列3マス内のすべての敵に90%の[範囲ダメージ]を与え、2マスノックバックし、ターゲットに[▽移動Lv.2](1ターン)を付与する。<br><br>反発斥力<br>自身の十字範囲内の1箇所を選択し、横列3マス内のすべての敵に70%の[範囲ダメージ]を与え、2マス逆方向へノックバックし、ターゲットに[▽移動Lv.2](1ターン)を付与する。,,,0,,,,,,,,,,対ユニット,
斥力放出,./img/skillIMG/斥力放出.png,魔法ダメージ,2,3,モモ,自身の十字範囲内の1箇所を選択し、横列3マス内のすべての敵に90%の[範囲ダメージ]を与え、2マスノックバックし、ターゲットに[▽移動Lv.2](1ターン)を付与する。,1,3,31,,,1,1,,8,6,2,2,範囲攻撃;対地面,2
反発斥力,./img/skillIMG/反発斥力.png,魔法ダメージ,2,3,モモ,自身の十字範囲内の1箇所を選択し、横列3マス内のすべての敵に70%の[範囲ダメージ]を与え、2マス逆方向へノックバックし、ターゲットに[▽移動Lv.2](1ターン)を付与する。,3,5,31,,,1,1,,8,6,2,2,範囲攻撃;対地面,2
侵蝕フィールド,./img/skillIMG/侵蝕フィールド.png,リアクション,-,-,モモ,リアクション：斥力障壁で近接攻撃をブロックした後、反撃して70%の魔法ダメージを与え、1スタックの感染を付与する。,,,,,,,,,,,,,,
強靭,./img/skillIMG/強靭.png,パッシブ,-,-,モモ;ラヴィア;破断の旋風,パッシブ：負傷、瀕死状態の効果に影響されない。,,,,,,,,,,,,,,
厄運の目覚,./img/skillIMG/厄運の目覚.png,支援;即時,1,5,モモ,支援：即時。<br>2スタックの斥力障壁と厄運の目覚を獲得し、3ターン継続する。<br>解除不可、無効化不可。,,,0,,,,,,,,,,対ユニット,
王女の祈願,./img/skillIMG/王女の祈願.png,支援,2,3,イナンナ,支援：行動後の他の味方が1体が再行動し、△攻撃Lv.2、△魔防Lv.2を獲得し、2ターン継続する。<br>ターゲットが王女の衛兵の場合、追加で回復する。<br>回復量は魔攻値の60%。,1,2,-1,,,,,,8,8,,,対ユニット,
防御増幅,./img/skillIMG/防御増幅.png,支援,1,3,イナンナ;法皇国・氷の術師,支援：ターゲット範囲内の味方全員に△物防Lv.2を付与し、防御能力値デバフを無効化し、2ターン継続する。,0,2,2,,,,,,8,8,2,2,対地面,
戦地慰問,./img/skillIMG/戦地慰問.png,回復,2,-,イナンナ,回復：自身範囲2マス以内の味方全員を回復させる。<br>回復量は魔攻値の60%。<br>ターゲットの2個のデバフを解除する。,,,2,,,,,,,,2,2,対ユニット,
衛兵！,./img/skillIMG/衛兵！.png,支援;即時,-,3,イナンナ,支援：即時。<br>王女の衛兵が目の前にワープさせ、潜在覚醒を付与し、2ターン継続する。<br>王女の衛兵が倒された場合、スキルは王女の衛兵召喚に変化する。,1,7,-1,,,,,,8,8,,,対ユニット,
戦の磨き上げ,./img/skillIMG/戦の磨き上げ.png,リアクション,-,-,イナンナ,リアクション：被ダメージ-8%。<br>自身範囲5マス以内に1人のキャラクターが倒されるごとに、魔攻+6%、最大30%。,,,,,,,,,,,,,,
光の庇護,./img/skillIMG/光の庇護.png,リアクション,-,-,イナンナ;癒しの手;輝ける慈愛,リアクション：アクティブ単体攻撃を受けた場合、被ダメージ-30%。<br>1ターンで1回発動する。,,,,,,,,,,,,,,
あなたとともに,./img/skillIMG/あなたとともに.png,支援,2,2,イナンナ;王国軍・剣盾兵,支援：自身範囲3マス以内の味方全員に攻撃支援、防御支援を付与し、3ターン継続する。<br>ターゲットが<イリヤ>陣営の場合、攻撃支援、防御支援で味方数量を計算する時に追加で+1する。,,,3,,,,,,,,2,2,対地面,
制裁の光,./img/skillIMG/制裁の光.png,魔法ダメージ,2,3,イナンナ,魔法ダメージ：ターゲット範囲2マス以内の敵全員に70%範囲ダメージを与え、2個のバフを解除する。,1,3,2,,,,,,8,8,2,2,範囲攻撃;対ユニット,
破甲の一撃(魔法),./img/skillIMG/破甲の一撃(魔法).png,通常攻撃;魔法ダメージ,-,-,イナンナ,通常攻撃：80%の魔法ダメージを与え、ターゲットに▽物防Lv.1、▽魔防Lv.1を付与し、2ターン継続する。,1,2,-1,,,,,,5,3,,,遠距離;対ユニット,
魔防指揮,./img/skillIMG/魔防指揮.png,オーラ,-,-,イナンナ;エンフォーサー;輝ける慈愛,オーラ：自身範囲2マス以内の他の味方の魔防+30%。,,,,,,,,,,,,,,
追われる王女,./img/skillIMG/追われる王女.png,回復,-,5,イナンナ,回復：現在のHPの90%を犠牲にし、自身のすべてのデバフを解除してステルス、△回復Lv.5を獲得する。<br>個性スキルの範囲が2倍まで拡大し、範囲内の味方全員を回復させられる。<br>すべての効果が2ターン継続する。,,,0,,,,,,,,,,対ユニット,
スティング,./img/skillIMG/スティング.png,物理ダメージ,2,-,コル;スティンガー;紅のハヤブサ,物理ダメージ：3回45%のダメージを与える。<br>攻撃時クリティカル発生率+20%。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
不意打ち,./img/skillIMG/不意打ち.png,パッシブ,-,-,コル;閃く刃;紅のハヤブサ;傭兵・刺客,パッシブ：アクティブ攻撃、ターゲットが無傷状態の場合、20%の物理ダメージを与える。<br>無傷のターゲットに背面攻撃を行う場合、追加で?パッシブスキルを付与し、1ターン継続する。,,,,,,,,,,,,,,
シャドーステップ,./img/skillIMG/シャドーステップ.png,支援;即時,1,3,コル;紅のハヤブサ;無法者・刺客,支援：即時。<br>敵の背後に瞬間移動し、ターゲットからランダムな能力値バフ1個を盗む。,1,1,-1,1,,,,,2,2,,,対ユニット,
仮面,./img/skillIMG/仮面.png,回復,1,3,コル,回復：自身のHPを25%回復し、2個のデバフを解除する。<br>ステルス、△クリティカルLv.5を獲得し、1ターン継続する。,,,0,,,,,,,,,,対ユニット,
不気味なステップ,./img/skillIMG/不気味なステップ.png,リアクション,-,-,コル,リアクション：健康状態の場合、単体攻撃されると相手の背後に瞬間移動して反撃すると、70%のダメージを与え、回避を獲得し、1ターン継続する。<br>負傷状態の場合、回避に発動する。<br>CDは3ターン。,,,,,,,,,,,,,,
刺客の素質,./img/skillIMG/刺客の素質.png,陣営オーラ,-,-,コル,陣営オーラ：フィールド上の陣営が<疾走如風>の味方の攻撃力+10%、防御力+20%、クリティカル発生率+15%、クリダメ+15%。,,,,,,,,,,,,,,
死の匂い,./img/skillIMG/死の匂い.png,パッシブ,-,-,コル,パッシブ：フィールド上にキャラクターが倒される時、野獣の脅威を獲得し、3ターン継続する。<br>自身が敵を倒した後、2ptのENを回復する。,,,,,,,,,,,,,,
ダークアサシン,./img/skillIMG/ダークアサシン.png,通常攻撃;物理ダメージ,-,-,コル,通常攻撃：100%のダメージを与える。<br>背面攻撃する時、自身が援護無視を獲得する。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
会心の一撃(近距離),./img/skillIMG/会心の一撃(近距離).png,通常攻撃;物理ダメージ,-,-,コル;閃く刃,通常攻撃：2回50%の物理ダメージを与える。<br>攻撃前、クリティカル発生率+15%。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
抹殺,./img/skillIMG/抹殺.png,物理ダメージ,4,-,コル,物理ダメージ：3回60%のダメージを与える。<br>攻撃前、自身範囲2マス以内に他の味方がいない場合、援護無視を獲得する。<br>ターゲットを倒すと、回避を獲得し、1ターン継続する。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
姿なし闇影,./img/skillIMG/姿なし闇影.png,支援,2,5,コル;閃く刃,支援：回避を1回獲得し、1ターン継続する。<br>回避が成功した場合、相手の背後に瞬間移動し、100%の物理ダメージを与え、回避をもう一度獲得し、1ターン継続する。,,,0,,,,,,,,,,対ユニット,
タイフーンアックス,./img/skillIMG/タイフーンアックス.png,物理ダメージ,3,-,アレクセイ,物理ダメージ：自身範囲2マス以内の敵全員に90%のダメージを与える。<br>敵が1体倒されるごとに、個性の効果CD-1ターン。,,,2,,,,,,2,2,,,範囲攻撃;対ユニット,
決死闘,./img/skillIMG/決死闘.png,パッシブ,-,-,アレクセイ,パッシブ：瀕死状態の場合、攻撃と防御能力値+20%。,,,,,,,,,,,,,,
野性の怒号,./img/skillIMG/野性の怒号.png,貫通ダメージ,1,5,アレクセイ,貫通ダメージ：自身範囲3マス以内の敵全員に魔攻値40%のダメージを与え、▽移動Lv.2、▽攻撃Lv.3を付与し、2ターン継続する。,,,3,,,,,,,,2,2,範囲攻撃;対地面,
罵倒,./img/skillIMG/罵倒.png,リアクション,-,-,アレクセイ;軍医「口苦し」;ウィルダ・斥候;無法者・長槍兵;無法者・弓兵,リアクション：アクティブ攻撃を受けた場合、被ダメージ-8%。<br>アクティブ攻撃を受けた後、相手に虚弱Lv.2を付与し、2ターン継続する。,,,,,,,,,,,,,,
蛮熊の反撃,./img/skillIMG/蛮熊の反撃.png,リアクション,-,-,アレクセイ,リアクション：正面・側面の敵からアクティブ攻撃を受けた場合、反撃して70%物理ダメージを与える。<br>1ターンで2回発動する。,,,,,,,,,,,,,,
ブラッドアクス,./img/skillIMG/ブラッドアクス.png,パッシブ,-,-,アレクセイ,パッシブ：攻撃を受けた後、ブラッドアクスを獲得し、2ターン継続する。,,,,,,,,,,,,,,
怒りのツンドラ,./img/skillIMG/怒りのツンドラ.png,物理ダメージ,2,4,アレクセイ,物理ダメージ：自身十字範囲内の敵1体を選択し、近くに突撃して50%のダメージを与え、スタンを付与し、1ターン継続する。<br>さらにターゲット範囲2マス以内の敵全員に50%の氷属性範囲ダメージを与える。<br>攻撃後、自身が氷面作戦を獲得し、2ターン継続する。,1,3,2,,,,1,,1,1,,,近接;対ユニット,
氷結の一撃(近距離),./img/skillIMG/氷結の一撃(近距離).png,通常攻撃;物理ダメージ,-,-,アレクセイ;ティードン,通常攻撃：100%の物理ダメージを与える。<br>健康状態の敵に▽移動Lv.1を付与し、1ターン継続する。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
バーサークスラッシュ,./img/skillIMG/バーサークスラッシュ.png,通常攻撃;物理ダメージ,-,-,アレクセイ,通常攻撃：110%のダメージを与える。<br>ターゲットを倒すと、1ptのENを回復する。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
守護,./img/skillIMG/守護.png,パッシブ,-,-,アレクセイ;マイサ;王国軍・剣盾兵;法皇国・剣盾兵,パッシブ：自身範囲2マス内の味方全員に代わり、物理攻撃を受ける。<br>発動時、防御力+20%。<br>1ターンで最大1回発動する。,,,,,,,,,,,,,,
反撃ストーム,./img/skillIMG/反撃ストーム.png,支援,2,5,アレクセイ,支援：反撃射程+2マス、反撃時、物理ダメージ+85%、反撃回数+1、カウンターを獲得し、2ターン継続する。,,,0,,,,,,,,,,対ユニット,
足狙い,./img/skillIMG/足狙い.png,物理ダメージ,2,-,ファカール;狙撃教官「鋭い一閃」;傭兵・弓兵;無法者・弓兵,物理ダメージ：単体攻撃。<br>110%のダメージを与え、▽移動Lv.2を付与し、2ターン継続する。,1,4,-1,,,,,,5,3,,,遠距離;対ユニット,
クライミング,./img/skillIMG/クライミング.png,支援;即時,-,-,ファカール;傭兵・弓兵,支援：即時。<br>△移動Lv.1、クライム、ジャンプを獲得し、2ターン継続する。,,,0,,,,,,,,,,対ユニット,
精確射撃,./img/skillIMG/精確射撃.png,物理ダメージ,-,3,ファカール;狙撃教官「鋭い一閃」,物理ダメージ：単体攻撃。<br>130%のダメージを与える。<br>攻撃前、ターゲットに?回避を付与し、1ターン継続する。,1,3,-1,,,,,,5,3,,,遠距離;対ユニット,
鈴蘭を守る矢,./img/skillIMG/鈴蘭を守る矢.png,物理ダメージ,1,4,ファカール,物理ダメージ：ターゲット方向3×4エリア内に警戒を行い、発動すると120%のダメージを与え、敵の行動を中断させる。,1,1,34,,,1,,,5,5,5,5,対地面,
目には目を,./img/skillIMG/目には目を.png,リアクション,-,-,ファカール,リアクション：正面・側面の隣接していない敵に攻撃される時、反撃して相手に100%のダメージを与える。,,,,,,,,,,,,,,
穿雲箭,./img/skillIMG/穿雲箭.png,物理ダメージ,3,-,ファカール;リリヴィア;王国軍・弓兵,物理ダメージ：単体攻撃。<br>140%のダメージを与える。<br>曲射,1,4,0,,,,,,8,6,,,遠距離;対ユニット,
警戒射撃,./img/skillIMG/警戒射撃.png,物理ダメージ,2,-,ファカール;傭兵・弓兵,物理ダメージ：ターゲット方向の3×3エリアに警戒し、100%のダメージを与える。<br>1ターンで最大2回発動する。,1,1,33,,,1,,,5,5,5,5,対地面,
連射,./img/skillIMG/連射.png,通常攻撃;物理ダメージ,-,-,ファカール,通常攻撃：単体攻撃。<br>2回攻撃し、毎回55%の物理ダメージを与える。,2,3,-1,,,,,,5,3,,,遠距離;対ユニット,
致命の一撃(曲射),./img/skillIMG/致命の一撃(曲射).png,通常攻撃;物理ダメージ,-,-,ファカール,通常攻撃：85%の物理ダメージを与える。<br>クリダメ+15%。<br>曲射,2,3,0,,,,,,8,6,,,遠距離;対ユニット,
疾風怒濤乱射,./img/skillIMG/疾風怒濤乱射.png,物理ダメージ,4,-,ファカール,物理ダメージ：ターゲット範囲2マス以内のランダムな敵を5回攻撃し、1回ごとに60%の範囲ダメージを与える。<br>同じターゲットを重複攻撃する場合、ダメージ-50%。,3,4,2,,,,,,8,6,2,2,範囲攻撃;対ユニット,
警戒心,./img/skillIMG/警戒心.png,パッシブ,-,-,ファカール,パッシブ：自身のターン以外に追加でクリティカル発生率+45%、クリダメ+30%。,,,,,,,,,,,,,,
